,tloss_e,vloss_e,rloss_e,zloss_e,val_auc,tr_auc
0,7.868181228637695,,3.1439504623413086,0,0.7465772239008803,
1,4.570711135864258,,1.8279178142547607,0,0.7480952449796875,
2,5.692936897277832,,2.2755391597747803,0,0.765212739811187,
3,5.583972454071045,,2.234255313873291,0,0.80186210585667,
4,4.63725471496582,,1.855212688446045,0,0.8265118767077737,
5,3.504157781600952,,1.400625228881836,0,0.8262371871792276,
6,3.0408687591552734,,1.217234492301941,0,0.8439329757550349,
7,3.131575584411621,,1.251517653465271,0,0.8520580028625542,
8,3.263474464416504,,1.3075213432312012,0,0.8580288857725282,
9,3.265462875366211,,1.306486964225769,0,0.8615275629255881,
10,3.154229164123535,,1.269070029258728,0,0.8656912778846015,
11,3.0499985218048096,,1.222180962562561,0,0.8683658864520234,
12,2.9276318550109863,,1.1763800382614136,0,0.8706067747112145,
13,2.8407254219055176,,1.1422014236450195,0,0.8721681678208446,
14,2.8090827465057373,,1.1281191110610962,0,0.8744379707672512,
15,2.7590770721435547,,1.1090922355651855,0,0.875637930286689,
16,2.745008945465088,,1.106675386428833,0,0.8779800199511342,
17,2.7452168464660645,,1.1061036586761475,0,0.880842573985456,
18,2.7100915908813477,,1.0911178588867188,0,0.8839653602047159,
19,2.683100700378418,,1.0805330276489258,0,0.8874784947013835,
20,2.660205364227295,,1.0724029541015625,0,0.8909916291980512,
21,2.606153964996338,,1.0520139932632446,0,0.8942879035406034,
22,2.606534481048584,,1.0500025749206543,0,0.8974106897598635,
23,2.5683252811431885,,1.0330734252929688,0,0.9007937081640618,
24,2.535951852798462,,1.0227718353271484,0,0.9033815726698375,
25,2.516181707382202,,1.0156903266906738,0,0.9058826931139671,
26,2.4827065467834473,,1.0078916549682617,0,0.9079500932498663,
27,2.4832496643066406,,1.0055512189865112,0,0.9096705171391809,
28,2.458782196044922,,0.9937291741371155,0,0.9113186543104569,
29,2.4589943885803223,,0.9930044412612915,0,0.9130824502305945,
30,2.446573257446289,,0.9911432266235352,0,0.9140221775650942,
31,2.4319145679473877,,0.984006941318512,0,0.9152944238025704,
32,2.412155866622925,,0.9768226146697998,0,0.9158004308288396,
33,2.403799533843994,,0.9747905135154724,0,0.9163498098859315,
34,2.4010121822357178,,0.9708421230316162,0,0.9170003903482774,
35,2.3882055282592773,,0.966237485408783,0,0.9184172100218305,
36,2.3676035404205322,,0.9596419334411621,0,0.9199063164134222,
37,2.348984718322754,,0.9505497813224792,0,0.9212074773381139,
38,2.3427376747131348,,0.9481319189071655,0,0.9232170480995823,
39,2.370067834854126,,0.9588823914527893,0,0.9249374719888968,
40,2.3580307960510254,,0.9545297026634216,0,0.9263398343188424,
41,2.3353819847106934,,0.9479191303253174,0,0.9279012274284723,
42,2.331303596496582,,0.9414229989051819,0,0.9292602177275947,
43,2.3186960220336914,,0.9378790259361267,0,0.9304168052162096,
44,2.310718059539795,,0.9378343224525452,0,0.9314721912995707,
45,2.300178050994873,,0.9330055713653564,0,0.9327444375370469,
46,2.3150362968444824,,0.9378883838653564,0,0.9336118781535081,
47,2.2978997230529785,,0.9302831888198853,0,0.9347973803293382,
48,2.297621488571167,,0.9312143921852112,0,0.9355780768841533,
49,2.286275863647461,,0.9260956048965454,0,0.9362431146901068,
50,2.278611183166504,,0.9209815263748169,0,0.9367780364035911,
51,2.290663719177246,,0.9258712530136108,0,0.9371539273373911,
52,2.280256748199463,,0.920729398727417,0,0.9375153609275831,
53,2.276867389678955,,0.9189118146896362,0,0.9379201665485984,
54,2.255460500717163,,0.9134128093719482,0,0.9384840029492981,
55,2.258694648742676,,0.9136608242988586,0,0.9390044673191748,
56,2.2797040939331055,,0.9218815565109253,0,0.9398863652792436,
57,2.2684268951416016,,0.9176580905914307,0,0.9406815191776663,
